point_id,time,x,y,z,strand,mass_regime
P00373,0.0319923,0.26944664,5.13298852,0.41702194,upper,balanced_early
P00374,0.0320098,0.35434082,-5.00590417,0.13319616,lower,balanced_early
P00375,0.03201122,0.32706747,-5.03860612,0.27523882,lower,balanced_early
P00376,0.03226825,0.28518849,0.10169377,0.35635339,middle,balanced_early
P00377,0.03230284,0.28042328,-5.09560276,0.18991449,lower,balanced_early
P00378,0.03232417,0.32475462,-0.0725134,0.48293608,middle,balanced_early
P00379,0.03237084,0.35376314,5.03841612,0.50379636,upper,balanced_early
P00380,0.03253429,0.34400719,-4.93233759,0.17448414,lower,balanced_early
P00381,0.03270852,0.33486427,5.35212918,0.26718341,upper,balanced_early
P00382,0.03284567,0.28149753,-4.7605213,0.30415158,lower,balanced_early
P00383,0.03305294,0.39898322,-4.98432341,0.31673802,lower,balanced_early
P00384,0.03325851,0.33370906,0.14880917,0.44593008,middle,balanced_early
P00385,0.033333,0.35768905,0.14825741,0.40289478,middle,balanced_early
P00386,0.03335476,0.33832269,4.85446299,0.43386061,upper,balanced_early
P00387,0.03344921,0.34723655,0.22918417,0.51910131,middle,balanced_early
P00388,0.03346813,0.3166828,5.07668784,0.45705155,upper,balanced_early
P00389,0.03354743,0.32653176,0.26839386,0.23196436,middle,balanced_early
P00390,0.03371848,0.33153702,0.01238332,0.35547392,middle,balanced_early
P00391,0.03385524,0.36697885,4.91081608,0.41862375,upper,balanced_early
P00392,0.0338733,0.30085096,-0.13681521,0.37643133,middle,balanced_early
P00393,0.03391943,0.33119691,-0.14093427,0.37972088,middle,balanced_early
P00394,0.03430865,0.29763013,0.0794572,0.40037738,middle,balanced_early
P00395,0.0343101,0.36758013,5.26231041,0.2861324,upper,balanced_early
P00396,0.03440019,0.3386629,-5.27644915,0.15693305,lower,balanced_early
P00397,0.0344565,0.30341985,-4.88299791,-0.031117,lower,balanced_early
P00398,0.03447569,0.32036677,0.06262231,0.45518242,middle,balanced_early
P00399,0.03452731,0.32894765,-4.88949321,0.3851318,lower,balanced_early
P00400,0.0345725,0.3764173,5.21112206,0.37881982,upper,balanced_early
P00401,0.03457356,0.37439834,-0.03010544,0.53161969,middle,balanced_early
P00402,0.03486056,0.33082136,5.01990086,0.33311184,upper,balanced_early
P00403,0.03490576,0.33657637,0.01069326,0.64941705,middle,balanced_early
P00404,0.03495571,0.33520478,-0.11267761,0.38484401,middle,balanced_early
P00405,0.03501603,0.32998711,0.08984385,0.37212562,middle,balanced_early
P00406,0.03512395,0.29833185,-4.89726936,0.07448956,lower,balanced_early
P00407,0.03523566,0.35609639,-4.89936153,0.155103,lower,balanced_early
P00408,0.03524178,0.35574474,4.89269483,0.39718774,upper,balanced_early
P00409,0.03552486,0.3730871,5.19154725,0.35301184,upper,balanced_early
P00410,0.03570073,0.40135713,-4.96004631,0.1899055,lower,balanced_early
P00411,0.03573853,0.32882836,0.01384573,0.36642073,middle,balanced_early
P00412,0.03576925,0.36113374,-5.07969136,0.18551156,lower,balanced_early
P00413,0.03577106,0.38550179,0.29138638,0.51529193,middle,balanced_early
P00414,0.03589241,0.3159915,-4.9247317,0.19799658,lower,balanced_early
P00415,0.0359063,0.3603526,-4.96031107,0.17311447,lower,balanced_early
P00416,0.03607245,0.31699546,-0.08491842,0.34680046,middle,balanced_early
P00417,0.03614444,0.30812768,0.10885134,0.62667277,middle,balanced_early
P00418,0.0361483,0.39662047,-4.95105151,0.17869884,lower,balanced_early
P00419,0.03624741,0.35752287,0.33971418,0.3266097,middle,balanced_early
P00420,0.03631108,0.36385754,-4.91786894,0.19221311,lower,balanced_early
P00421,0.03634363,0.35872808,5.23458833,0.51038193,upper,balanced_early
P00422,0.03634864,0.37111788,-5.04102365,0.20329008,lower,balanced_early
P00423,0.03644183,0.36699043,5.16236933,0.40231172,upper,balanced_early
P00424,0.03655812,0.32173106,0.26169151,0.34275778,middle,balanced_early
P00425,0.03656113,0.41997623,5.20171768,0.32511674,upper,balanced_early
P00426,0.03659842,0.34300096,5.09707313,0.33503302,upper,balanced_early
P00427,0.03660978,0.41271685,0.19033916,0.29801235,middle,balanced_early
P00428,0.0368047,0.37189075,5.04761315,0.3215435,upper,balanced_early
P00429,0.03697114,0.34777146,-5.02104942,0.35223522,lower,balanced_early
P00430,0.03703776,0.39473582,-4.88433919,0.28879186,lower,balanced_early
P00431,0.03715809,0.3726185,5.1551056,0.45291824,upper,balanced_early
P00432,0.03719812,0.35012945,0.06876818,0.42906577,middle,balanced_early
P00433,0.03722413,0.31629185,4.92970145,0.43008963,upper,balanced_early
P00434,0.03739531,0.39418755,-0.13628883,0.34096932,middle,balanced_early
P00435,0.03741065,0.38671429,-4.97444328,0.17654647,lower,balanced_early
P00436,0.03750488,0.37222134,5.28759994,0.31164544,upper,balanced_early
P00437,0.03752238,0.35674919,5.23611901,0.52609369,upper,balanced_early
P00438,0.03756495,0.36567763,5.24381318,0.43419625,upper,balanced_early
P00439,0.03764417,0.37069648,0.13088031,0.31202265,middle,balanced_early
P00440,0.03768643,0.37992269,5.15947697,0.37926495,upper,balanced_early
P00441,0.03789414,0.35692035,0.13428195,0.49826288,middle,balanced_early
P00442,0.03790115,0.43070968,0.19390633,0.368105,middle,balanced_early
P00443,0.03801368,0.42938337,-5.05403443,0.04586616,lower,balanced_early
P00444,0.03805384,0.39496301,-4.86986974,0.27643979,lower,balanced_early
P00445,0.03811172,0.37326509,-4.9340203,0.19742891,lower,balanced_early
P00446,0.03813962,0.36459157,4.94494446,0.42429227,upper,balanced_early
P00447,0.03816282,0.40208518,5.06539836,0.64290707,upper,balanced_early
P00448,0.03818662,0.39586097,-5.109661,0.28805207,lower,balanced_early
P00449,0.03829435,0.33686637,-4.91971526,0.21276746,lower,balanced_early
P00450,0.03830102,0.37831937,-4.79419814,0.11938655,lower,balanced_early
P00451,0.03833998,0.36346197,5.03598082,0.47451595,upper,balanced_early
P00452,0.0383642,0.35705483,-4.94604984,0.19751021,lower,balanced_early
P00453,0.03844885,0.36153355,0.10792859,0.47013042,middle,balanced_early
P00454,0.03851688,0.39921564,-4.8422177,0.20466107,lower,balanced_early
P00455,0.03861831,0.38423402,0.12537074,0.42147653,middle,balanced_early
P00456,0.03862623,0.33990807,5.01847157,0.43491517,upper,balanced_early
P00457,0.03865299,0.35979781,-4.82284848,0.14817819,lower,balanced_early
P00458,0.03871728,0.38280847,5.01494707,0.47819946,upper,balanced_early
P00459,0.03878354,0.36891469,5.18283994,0.47334178,upper,balanced_early
P00460,0.03880522,0.39137847,-4.96262941,0.27911724,lower,balanced_early
P00461,0.03884037,0.39549356,0.02564371,0.40010529,middle,balanced_early
P00462,0.03893309,0.40054244,-4.97402862,0.25753706,lower,balanced_early
P00463,0.03898489,0.44792971,5.22963095,0.37462819,upper,balanced_early
P00464,0.03902448,0.39546966,0.09126295,0.49899612,middle,balanced_early
P00465,0.03910456,0.43015389,4.97179897,0.38546203,upper,balanced_early
P00466,0.03932266,0.40425794,-0.05141639,0.38729339,middle,balanced_early
P00467,0.03935571,0.3726381,-4.97151243,0.19365208,lower,balanced_early
P00468,0.03937972,0.40221443,5.25428531,0.59085361,upper,balanced_early
P00469,0.03944723,0.44046795,0.22832356,0.51786792,middle,balanced_early
P00470,0.03958764,0.39438495,5.30256513,0.39661603,upper,balanced_early
P00471,0.03961028,0.43338563,-5.0678487,0.27325453,lower,balanced_early
P00472,0.03962119,0.39663308,4.98543882,0.26662927,upper,balanced_early
P00473,0.03966439,0.36557428,5.19336043,0.29353454,upper,balanced_early
P00474,0.03974155,0.40089817,-5.01425185,0.37587247,lower,balanced_early
P00475,0.03985578,0.36792192,5.11625736,0.37028852,upper,balanced_early
P00476,0.03995159,0.39489883,-4.99406985,0.28675309,lower,balanced_early
P00477,0.04007187,0.39805607,-5.05363419,0.2292758,lower,balanced_early
P00478,0.0401367,0.3894428,0.21408313,0.28742572,middle,balanced_early
P00479,0.0401612,0.41915749,-5.06305406,0.21465819,lower,balanced_early
P00480,0.04019028,0.40561944,0.01706134,0.46385289,middle,balanced_early
P00481,0.04023128,0.40017672,-4.87044609,0.20487768,lower,balanced_early
P00482,0.04032499,0.4054387,0.02661101,0.44066314,middle,balanced_early
P00483,0.04041251,0.42312813,5.31434536,0.39962898,upper,balanced_early
P00484,0.04070357,0.41277691,0.16520902,0.31395614,middle,balanced_early
P00485,0.04074868,0.43137296,0.08632893,0.46090573,middle,balanced_early
P00486,0.04079347,0.38555688,-4.79633309,0.34449491,lower,balanced_early
P00487,0.04100455,0.43684795,0.25206872,0.37136015,middle,balanced_early
P00488,0.04146927,0.44641945,5.12154879,0.31548442,upper,balanced_early
P00489,0.04155443,0.34980565,-0.0015212,0.35226769,middle,balanced_early
P00490,0.04159428,0.42525056,-4.96779499,0.306649,lower,balanced_early
P00491,0.04168267,0.4210089,-4.91023822,0.27348761,lower,balanced_early
P00492,0.04180653,0.42701508,5.22593638,0.38492155,upper,balanced_early
P00493,0.04188013,0.35944426,5.30577044,0.30503254,upper,balanced_early
P00494,0.04195008,0.36600871,5.20351256,0.26687389,upper,balanced_early
P00495,0.0420916,0.40759809,-4.87542674,0.22715649,lower,balanced_early
P00496,0.04217565,0.40502965,5.009258,0.57073281,upper,balanced_early
P00497,0.04233713,0.44281105,-4.66292007,0.22951766,lower,balanced_early
P00498,0.04253739,0.41604964,5.18907809,0.36927539,upper,balanced_early
P00499,0.04258528,0.42824223,5.25476043,0.41995507,upper,balanced_early
P00500,0.0426058,0.41956658,0.1102144,0.36002562,middle,balanced_early
P00501,0.04263229,0.46619713,5.06989812,0.54452532,upper,balanced_early
P00502,0.04270728,0.45445578,5.1151477,0.37075731,upper,balanced_early
P00503,0.0427277,0.38258332,-4.89486259,0.25977364,lower,balanced_early
P00504,0.04279328,0.42918867,0.17535851,0.43406881,middle,balanced_early
P00505,0.04280143,0.48780261,-5.04192691,0.09067125,lower,balanced_early
P00506,0.0428646,0.44295113,-0.03578309,0.36876797,middle,balanced_early
P00507,0.04299402,0.45112671,0.01900122,0.41843248,middle,balanced_early
P00508,0.04317607,0.43080949,-4.96442972,0.14563008,lower,balanced_early
P00509,0.04320441,0.42213027,-4.93905729,0.28794487,lower,balanced_early
P00510,0.04326512,0.46753511,-4.90455156,0.04633986,lower,balanced_early
P00511,0.04328164,0.41144503,5.21761902,0.38993955,upper,balanced_early
P00512,0.04330857,0.4493316,5.07023294,0.47931747,upper,balanced_early
P00513,0.04343124,0.42973022,0.11651489,0.46884801,middle,balanced_early
P00514,0.04357585,0.42975726,5.34428874,0.51266109,upper,balanced_early
P00515,0.04371413,0.4662576,-4.82031994,0.3515157,lower,balanced_early
P00516,0.04373169,0.45777371,4.98601104,0.30365158,upper,balanced_early
P00517,0.04380809,0.44044531,5.20815781,0.46178225,upper,balanced_early
P00518,0.04405975,0.46190801,0.31304964,0.37351473,middle,balanced_early
P00519,0.04430427,0.4728021,-5.02084147,0.33508584,lower,balanced_early
P00520,0.04432436,0.43151509,5.19665304,0.3802491,upper,balanced_early
P00521,0.0444549,0.43482387,-0.06580573,0.3823326,middle,balanced_early
P00522,0.0448159,0.42604754,5.03541859,0.37801225,upper,balanced_early
P00523,0.0448659,0.4681627,0.31597299,0.46114569,middle,balanced_early
P00524,0.04488341,0.43456231,-5.07460806,0.18940996,lower,balanced_early
P00525,0.04490452,0.43620615,4.98188859,0.42511657,upper,balanced_early
P00526,0.04493356,0.47687183,-4.960199,0.15888944,lower,balanced_early
P00527,0.04494928,0.48397555,5.16399488,0.36344739,upper,balanced_early
P00528,0.04495905,0.42317822,5.26394353,0.48227021,upper,balanced_early
P00529,0.0450121,0.45843079,-4.90881868,0.26822236,lower,balanced_early
P00530,0.04507769,0.46489761,-4.8131486,0.22458067,lower,balanced_early
P00531,0.04534155,0.42545288,5.11766596,0.32283021,upper,balanced_early
P00532,0.04556131,0.42539037,0.18849461,0.43726889,middle,balanced_early
P00533,0.04559994,0.41846425,-4.82887266,0.13396974,lower,balanced_early
P00534,0.04562951,0.45125119,4.9283766,0.35959061,upper,balanced_early
P00535,0.04563225,0.45610099,5.04723723,0.32457748,upper,balanced_early
P00536,0.04574045,0.44453443,0.04921908,0.63255214,middle,balanced_early
P00537,0.04574439,0.50501522,5.04779095,0.35875567,upper,balanced_early
P00538,0.04581296,0.41886928,5.00631504,0.35660392,upper,balanced_early
P00539,0.04589704,0.49811582,-0.01097751,0.34230016,middle,balanced_early
P00540,0.04598767,0.4953549,0.17168744,0.43859207,middle,balanced_early
P00541,0.04599653,0.42641766,0.09850494,0.39654996,middle,balanced_early
P00542,0.04601793,0.49041577,-0.01249565,0.40090277,middle,balanced_early
P00543,0.04607427,0.43028668,5.2239301,0.43293978,upper,balanced_early
P00544,0.04607435,0.43544294,-4.88451719,0.39073596,lower,balanced_early
P00545,0.04608482,0.43192449,5.04392281,0.52921093,upper,balanced_early
P00546,0.04610355,0.44397088,0.03779464,0.61826903,middle,balanced_early
P00547,0.04614677,0.50340684,0.10355603,0.34604911,middle,balanced_early
P00548,0.04622472,0.40530541,0.04278234,0.3341949,middle,balanced_early
P00549,0.0463195,0.47841382,5.05035196,0.53161784,upper,balanced_early
P00550,0.04635341,0.49762106,4.96900477,0.44790614,upper,balanced_early
P00551,0.04650463,0.44957594,5.14155491,0.30497386,upper,balanced_early
P00552,0.04651198,0.45728764,-4.90357937,0.2266171,lower,balanced_early
P00553,0.04653489,0.45145411,5.23946204,0.39199905,upper,balanced_early
P00554,0.04660297,0.47623147,5.00003156,0.23366979,upper,balanced_early
P00555,0.04667327,0.4704044,5.10998092,0.39847827,upper,balanced_early
P00556,0.04677525,0.46911334,-4.86567976,0.26040008,lower,balanced_early
P00557,0.04679016,0.44208635,0.07980892,0.47203673,middle,balanced_early
P00558,0.04682591,0.48468943,0.10932175,0.34243974,middle,balanced_early
P00559,0.04689754,0.48494581,5.06056674,0.35603545,upper,balanced_early
P00560,0.04702712,0.43933785,0.03399033,0.43799489,middle,balanced_early
P00561,0.04711975,0.45565413,-4.7816902,0.18275395,lower,balanced_early
P00562,0.04735273,0.4915701,-4.98866021,0.35842167,lower,balanced_early
P00563,0.04743831,0.44557026,5.16042743,0.34867777,upper,balanced_early
P00564,0.04745286,0.50360682,-0.04866009,0.31209237,middle,balanced_early
P00565,0.04746049,0.50222864,0.22733049,0.46615889,middle,balanced_early
P00566,0.04756924,0.51909193,5.00858239,0.48341924,upper,balanced_early
P00567,0.04764054,0.4747945,5.08032429,0.41290233,upper,balanced_early
P00568,0.04771855,0.46772193,5.1479524,0.43261372,upper,balanced_early
P00569,0.04772534,0.48497642,0.16938765,0.51507999,middle,balanced_early
P00570,0.04772675,0.48457716,4.97407114,0.33245188,upper,balanced_early
P00571,0.04821651,0.49614114,-0.03273502,0.34431052,middle,balanced_early
P00572,0.04823229,0.43579009,-5.05085892,0.24080484,lower,balanced_early
P00573,0.0483043,0.45150363,0.22328774,0.53089055,middle,balanced_early
P00574,0.04838863,0.50011348,0.15790549,0.43805075,middle,balanced_early
P00575,0.04840161,0.46627649,5.15407777,0.50476223,upper,balanced_early
P00576,0.04855774,0.48680864,0.07740154,0.36512919,middle,balanced_early
P00577,0.04863861,0.508016,0.18801354,0.35438153,middle,balanced_early
P00578,0.0487741,0.52024614,0.11030998,0.46532089,middle,balanced_early
P00579,0.04880021,0.52465937,0.00793161,0.39068919,middle,balanced_early
P00580,0.04893221,0.48326071,0.00607511,0.41222792,middle,balanced_early
P00581,0.04902813,0.50666021,4.95045642,0.41761661,upper,balanced_early
P00582,0.04917833,0.49738591,5.24310441,0.3875004,upper,balanced_early
P00583,0.04920994,0.52257925,5.00407175,0.33530456,upper,balanced_early
P00584,0.04949117,0.45047231,5.13428417,0.36678238,upper,balanced_early
P00585,0.04956939,0.4902644,-4.9111632,0.29492138,lower,balanced_early
P00586,0.04958864,0.47021853,5.1559115,0.37708031,upper,balanced_early
P00587,0.04965354,0.43817516,-4.88798277,0.25581907,lower,balanced_early
P00588,0.04980842,0.47254755,-5.07632141,0.22947226,lower,balanced_early
P00589,0.04983102,0.50485841,-0.03475845,0.32723272,middle,balanced_early
P00590,0.04994374,0.54696592,-4.97703471,0.28597657,lower,balanced_early
P00591,0.05005279,0.50292305,5.2399844,0.28521978,upper,balanced_early
P00592,0.05009958,0.50847101,5.0686128,0.36225772,upper,balanced_early
P00593,0.05018226,0.51915133,-4.74609924,0.12344668,lower,balanced_early
P00594,0.05032826,0.44538284,-4.90840765,0.27559008,lower,balanced_early
P00595,0.05035064,0.51111949,0.28426603,0.43458256,middle,balanced_early
P00596,0.0504072,0.5074413,-5.08684135,0.27205873,lower,balanced_early
P00597,0.05056151,0.48319062,-5.1780762,0.40078755,lower,balanced_early
P00598,0.05062219,0.49941962,-5.15470002,0.2035572,lower,balanced_early
P00599,0.05075107,0.53910838,0.14652004,0.37470918,middle,balanced_early
P00600,0.05076421,0.48259183,5.08277966,0.30683368,upper,balanced_early
P00601,0.05092027,0.52069728,0.03038494,0.39913154,middle,balanced_early
P00602,0.0509588,0.53239236,0.18392062,0.4838167,middle,balanced_early
P00603,0.05114728,0.52193089,-5.09383125,0.3356472,lower,balanced_early
P00604,0.05124406,0.52843228,-4.86633186,0.23697179,lower,balanced_early
P00605,0.05130336,0.53044609,0.08085651,0.39689591,middle,balanced_early
P00606,0.05131638,0.47240598,-5.00146466,0.2356224,lower,balanced_early
P00607,0.05138234,0.44136276,-4.98040939,0.37751312,lower,balanced_early
P00608,0.05144656,0.51586689,5.11735652,0.28192256,upper,balanced_early
P00609,0.05150765,0.47735926,0.19280155,0.54596065,middle,balanced_early
P00610,0.05166992,0.53609188,0.11138405,0.50328244,middle,balanced_early
P00611,0.05175048,0.51798056,0.18300213,0.40424819,middle,balanced_early
P00612,0.0518384,0.50288416,-0.05082965,0.35470062,middle,balanced_early
P00613,0.05186938,0.51347944,-4.91685226,0.37947682,lower,balanced_early
P00614,0.05193167,0.53839654,0.09211599,0.38870911,middle,balanced_early
P00615,0.05198376,0.52535448,0.17190227,0.46864592,middle,balanced_early
P00616,0.05200481,0.54036887,-4.9142163,0.33515108,lower,balanced_early
P00617,0.05201207,0.50199856,5.10458527,0.21930658,upper,balanced_early
P00618,0.05215449,0.49905686,5.06831028,0.4063611,upper,balanced_early
P00619,0.05220459,0.52366956,5.14077823,0.17041009,upper,balanced_early
P00620,0.05240564,0.53169871,-4.70779809,0.15684138,lower,balanced_early
P00621,0.05242617,0.49809249,5.20617301,0.26643109,upper,balanced_early
P00622,0.05245229,0.53152607,-4.81961505,0.13465059,lower,balanced_early
